Id,Emotion,Sentence
2331,Other,"chỉ là nghe bạn nói , chẳng thấy bằng chứng đâu"
2332,Anger,"hành nó đưa đèn ông sao lên nữa chứ , ác vãi , ta nhớ lại còn cay ?"
2333,Surprise,đẹp trai mà bị đá à =))
2334,Sadness,kiểu định share vì thấy tinh thần khá hơn nhưng đọc bình luận xong kiểu nhiều đứa còn tiêu cực hơn mình :<
2335,Other,đắt quá thôi không ly hôn nữa
2336,Disgust,thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta
2337,Fear,"gặp cái này "" sun "" mẹ nó vào ... :))"
2338,Fear,"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm ."
2339,Sadness,bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu
2340,Disgust,nhưng mà người khác nhìn vào bảo thế là lẳng lơ
2341,Other,nhìn 2 đôi giày đó mà nói 1967 .... thôi thôi !!!!
2342,Other,chẳng ai biết và riêng mình càng không muốn biết !
2343,Enjoyment,"per đoạn thằng kia tán trái sầu riêng , không trượt phát nào 🤣🤣"
2344,Other,đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =))
2345,Disgust,bài lồn đó nghe hãm vãi đéo hiểu sao lại thích
2346,Surprise,per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...
2347,Anger,bạn khốn nạn
2348,Sadness,t mới tính tới bước thất bại chưa tính tới thành công :))
2349,Sadness,còn buồn hơn là cố quan tâm thế nào họ vẫn không hề rep lại
2350,Sadness,h chỉ pk nhìn họ bên người khác :((
2351,Sadness,tao cũng vậy nè . lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ . mệt mỏi
2352,Disgust,"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không"
2353,Enjoyment,buồn cười 😂😂
2354,Enjoyment,cãi tay đôi luôn hahhaa
2355,Enjoyment,cứ mỗi lần cắt tóc xong tao lại thấy biết ơn bố mẹ vì đã sinh ra tao đzai vãi :)))
2356,Other,buồn nào rồi cũng sẽ qua chỉ có buồn ngủ không tha ngày nào thôi
2357,Enjoyment,per =))))) đúng kiểu sáng tạo :))
2358,Disgust,"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ"
2359,Sadness,"ai nói kết có hậu , đầu khấc mất vợ tương lai kia kìa"
2360,Disgust,"hồi trước nghe câu : "" gái ham tài , trai ham sắc "" nên cố học hành cho nó ham , ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng ."
2361,Fear,thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3
2362,Disgust,per đã thích phá game còn thích hổ báo
2363,Other,"thật ra nó không quên đường về nhà đâu , nó muốn đi bụi thôi"
2364,Sadness,t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn
2365,Disgust,đmm cái quần ngàn thu
2366,Other,per bài của anh luôn nè
2367,Other,nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :)
2368,Anger,xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe ́ o đa ́ không đâu
2369,Enjoyment,em này xinh vãi các bác ạ .
2370,Other,thì ghi bằng tay phải cho nhanh
2371,Enjoyment,đáng iêu vãi =]]
2372,Surprise,anh tây nói tiếng việt giỏi thiệt .
2373,Sadness,có người đến gần cuối đời rồi vẫn còn khổ ! :(
2374,Anger,mày xuống thì xuống mẹ mày đi . ngứa cả mắt 😩😩😩😩😩
2375,Enjoyment,phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍
2376,Disgust,"dume về bố lại táng cho bờm đầu , có thể là lần cuối được đi xem đá bóng của cháu nó :))"
2377,Disgust,làm như đứa con gái nào cũng ham tiền . gái tốt thíu gì
2378,Other,"khuyến cáo "" đừng nên học võ khi không có tiền mua dụng cụ "" per"
2379,Disgust,hết muốn ăn luôn
2380,Enjoyment,vợ chồng đã hiểu và sống tốt . thì với tôi ngày nào cũng là ngày tao / y .
2381,Anger,gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt
2382,Disgust,tha cho cô chú đó đi
2383,Enjoyment,"những người trẻ với tấm lòng nhân hậu , các bạn thật đáng yêu ."
2384,Enjoyment,nghe cũng đúng đúng :))
2385,Enjoyment,chuẩn
2386,Anger,"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò"
2387,Enjoyment,waooooo . hợp lí ghe
2388,Sadness,nhìn thôi đã đau lòng
2389,Other,ở miền nam nó vẫn không được giá như trước nhưng cũng dư giả
2390,Fear,per sợ nhện đúng không :))
2391,Other,per sau khi cưới
2392,Anger,"per bắt được chắc nó mềm xương , chơi mất dạy 😔😔"
2393,Disgust,con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️
2394,Fear,mấy nay tao cũng bị ám ảnh
2395,Sadness,"có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết , làm đánh đít xong cả tiếng trời không hết"
2396,Enjoyment,nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay
2397,Other,"đúng rồi , tưởng vậy nhưng hóa ra không phải ..."
2398,Enjoyment,dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka
2399,Disgust,"phải người vô ý thức , đành rằng người ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn trọng người khác , có tôn trọng người thì người mới tôn trọng mình . kể cả người ta đi ăn xin mình cũng cho đoàng hoàng chứ không thể cầm tiền quăng cái víu vào người ta được"
2400,Disgust,rồi các em cũng ăn cứt thôi :))
2401,Fear,ukm . nguy hiểm thật :'<
2402,Disgust,quá độc ác
2403,Sadness,per tao đã làm cho mày đau lòng nhiều lắm ư 🤔
2404,Disgust,đi tù thôi các cháu
2405,Disgust,"ghê tởm , ông thầy đó 🙄"
2406,Other,"mày đúng là nên gặp bác sĩ tâm lý , và hoàn toàn nghe theo bác sĩ"
2407,Fear,đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn
2408,Other,đôi khi công việc không áp lực .... nhưng chính môi trường làm mọi thứ trở nên áp lực
2409,Anger,hỏi lồn gì lắm thế
2410,Surprise,bài này hay quá
2411,Sadness,hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu mè cho đẹp xong lên trả bài bị bà cô trừ điểm ????
2412,Anger,"giơ cao đánh khẽ , cảnh cáo cho có lệ"
2413,Enjoyment,tao thầy mày cười hí hửng vại mà ?
2414,Sadness,gần 1h đêm là con trai mà xem xong nói chuyện mắt vẫn rỡi 😔😔
2415,Sadness,mới có 3 năm thôi mà ... vậy mà chúng ta còn không tụ họp được lần nào cả
2416,Disgust,những người như thế này tử hình
2417,Enjoyment,ngôn tình từ anh mà ra
2418,Disgust,đm phí hết sức :((
2419,Sadness,🙁 bị rớt tiền
2420,Disgust,"tôi kể các bạn nghe 1 chuyện có dính 1 tý với caphe tn : chuyện thế này ba vợ tôi có 1 người bạn rất khó khắn nghèo và đang trốn nợ , ba tôi cho ông chiếc xe máy củ để đi xe ôm . vợ chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm công cho nhà máy caphe tn trong 4 năm học được nghề làm caphe và sáng lập caphe tuấn kiệt caphe công thức y chang tn bán hợp lý hơn ! ngày nay ông chủ tuấn kiệt đã là 1 đại gia có nhà máy ở sốc trăng , ông ấy đi tìm và trả nợ từng người ơn của mình ! mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn nhậu ! trong lúc ngà ngà ông ấy nói "" em chả bao giờ uống caphe của em làm , tn cũng vậy "" thế đó"
2421,Enjoyment,mong mai sau cũng được như ông bà
2422,Disgust,nó ngáo đá . nay nó leo cột điện . mợ cứu nó xuống mai nó làm vài mạng người
2423,Sadness,nó cười với người khác chứ * beep * phải tao :((
2424,Enjoyment,xem lại quá nhiều lần đến nỗi không nhớ nổi . vì phim quá hay và ý nghĩa .
2425,Enjoyment,ahihi khá là buồn cười
2426,Enjoyment,t ngắm người yêu tao cười mà càng ngắm tao càng yêu lúc giận cơ nhìn muốn cắn cho mấy phát tao bị cuồng người yêu rồi cái
2427,Disgust,đừng có xàm lồn trên này
2428,Anger,gặp tao tao thuê giang hồ tới chém hết cả nhà nó luôn
2429,Anger,"địt mẹ mày viết lên chỗ nào nước đéo tới ấy , ngulon"
2430,Sadness,"những thứ tưởng chừng như rất đẹp nhưng kbh được trọn vẹn , cuối cùng để lại chỉ là những kỉ niệm đã từng :))"
2431,Enjoyment,"ba chàng ngốc , phim ấn độ , cực hài , cực cảm động và ý nghĩa nhé"
2432,Enjoyment,"1 bộ phim phải nói trên cả tuyệt vời , xem đi xem lại cả chục lần rồi mà không ngán"
2433,Sadness,bây giờ tao lấy chồng rồi còn không có cơ hội ngủ với em gái 😫
2434,Enjoyment,cái mặt cưng xĩu
2435,Enjoyment,per đây là chúng mềnh 🤪🤪
2436,Disgust,ngu như mày thì khỏe
2437,Fear,không biết có ai ở trong ngôi nhà không
2438,Other,hình như cũng mới có vụ bể bình dâu tằm
2439,Sadness,tao bị biến dạng luôn một tay
2440,Sadness,mai đi học mà mình quên cách cầm bút rồi huhu :<
2441,Surprise,chời ơi gì vậy ở giây thứ cuối cùng anh em nha :)))
2442,Disgust,nó chi ̉ muô ́ n tâm sư ̣ chư ́ thi ́ ch me ́ o đâu ma ̀ thi ́ ch
2443,Sadness,per mỏi chân quái :v
2444,Disgust,"đúng là không sợ địch mạnh , chỉ sợ chỉ huy ngu như bò"
2445,Disgust,về việt nam thì gọi nó là ngáo chó
2446,Fear,per con nhện cản bước bé xuống cầu thang =)))))
2447,Fear,cả 2 loại người này đều đáng sợ !
2448,Enjoyment,đm cười ĩa
2449,Enjoyment,per hôn nhẹ lên má nha 🤣
2450,Sadness,"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶"
2451,Enjoyment,con dựt gái đây sao hahaha
2452,Surprise,hot đến vậy cơ à ? mình chưa nghe bao giờ luôn .
2453,Sadness,"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐"
2454,Disgust,vô ý thức
2455,Disgust,"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù"
2456,Enjoyment,chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . 😊😊😊
2457,Anger,phim cắt mất đoạn hay của manga rồi dume
2458,Anger,đang ăn . nói nói con cặc 😒😒
2459,Other,tôm này vào là nó diệt hết tôm bản địa luôn
2460,Sadness,"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ..."
2461,Enjoyment,tại sao phải đứng ngồi nhìn ? lên bankon cột võng nằm coi mới đã ..
2462,Surprise,"loại bi này ngon quá , vừa uống"
2463,Sadness,10 đứa bạn thì có 9 đứa là con trai rồi . sau nhiều năm kinh nghiệm thì chơi với nhiều trai thì sẽ bị ế muôn đời muôn kiếp . haizaaa ...
2464,Enjoyment,"xem đi xem lại không chán , best của best 😭"
2465,Other,tán mãi mới đổ muốn chia tay cũng phải từ từ
2466,Surprise,"gấu của thằng da đen ngon vkl , mà công nhận chạy nhanh vãi"
2467,Enjoyment,đag bị cuồng mấy video của chế này . ai có ngoài video này tag cho mình xem với nhé 😂😂
2468,Other,học rmit thì chắc chắn là gia phả nhà nó giàu vcd rồi . thế thì chọn thằng có tiền học bổng chứ còn gì nữa -))
2469,Disgust,tại sao không áp dụng khoảng 2 điều 320 luật hình sự 2015 phạt tù từ 3 - 10 năm về tội hành nghề mê tín dị đoan gây ảnh hưởng xấu đến an ninh trật tự và an toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay là vong đòi phạt hành chính 5tr thôi 😬
2470,Other,per hình như nhà bác có 01 chiếc thì phải ?
2471,Disgust,soi mà không đủ tiền mua thì soi làm gì
2472,Other,làm sao tôi có thể yêu được loài người đây ???
2473,Fear,trong nhà không biết có ai không nữa ? sập quả này sợ thật đấy
2474,Disgust,toàn lũ chó thèm khát
2475,Other,per nhu cầu của mày khoái xem mấy video này nên tao tag mày
2476,Sadness,và cuối cùng là được đối xử như một thằng con trai luôn ..
2477,Disgust,chỉ tại nó không có ai để nói chuyện nên nói chuyện với mày giết thời gian thôi . ai bỉu mày tưởng tượng chi
2478,Surprise,sao nhiều thằng cưa bàn giống tao vậy ??
2479,Enjoyment,ngày trước mình qua singapore cũng vậy . dư hành lý 2 chi em mă ̣ c 4 bộ lên người kkk
2480,Fear,tuổi lồn hù được bố m
2481,Enjoyment,per kìa 3 chị em vào mà hốt hàng về đi chứ hâha
2482,Sadness,"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ..."
2483,Enjoyment,may mà còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka
2484,Enjoyment,cười lộn ruột
2485,Other,chờ thằng kia lật mặt mãi không thấy
2486,Other,thật ra đàn ông ghen nhiều hơn phụ nữ đấy chứ
2487,Enjoyment,rất có tố chất . liên đoàn xe đạp việt nam có thể liên hệ để đào tạo được đấy
2488,Enjoyment,nhắn với người yêu còn đéo nhẹ nhàng như vậy =))
2489,Disgust,chơi khăm vãi thế ba
2490,Sadness,tớ chỉ an ủi bạn í thôi mà :(
2491,Disgust,cha mẹ cho ta cả cuộc đời rồi còn than gì nữa
2492,Disgust,alo ở đây có thằng điên mày à . đến bắt nó hộ tao phát
2493,Enjoyment,thích bài này lắm lun . thuộc lun
2494,Enjoyment,nhìn mày thế kia đến tao còn thích ngủ cùng huống gì em mày
2495,Enjoyment,"per hihi học ở đâu không quan trọng , quan trọng là bọn mình luôn có nhau hihi"
2496,Other,lúc đi họp lớp thì đếu thấy ai
2497,Sadness,gặp em đúng lúc nhưng sao anh vẫn thấy mình cô đơn quá .
2498,Other,mua được bộ đồ cho tết điệu đà tán gái mà như thế nào đây thì tán sao được
2499,Other,chua cay bùi ngọt mặn cái chả có .
2500,Enjoyment,nó lại dễ con ạ :v
2501,Surprise,chi tiết đẹp đấy
2502,Other,"đm đi học bị mấy con điên này đuổi cắn , dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay chân . thứ dòng đỹ gì đâu á :))"
2503,Other,"bếp lò xô nấu bằng dầu hôi đây mà ,!"
2504,Fear,per dume đái trong quần
2505,Disgust,"người ta dùng kiến lá , ông lại dùng kiến cứt thì thua ông rồi"
